Subject Code,Course Number,Course Title
PHI,494,Bioethics:Technology/Science/Human Rights
PHI,495,Senior Capstone Project for Ethics
PHI,499,Honors Capstone Project
PHI,500,Selected Topics
PHI,510,Topics in Ancient Philosophy
PHI,550,Selected Topics in Philosophy
PHI,551,Mathematical Logic
PHI,552,Modal Logic
PHI,555,Philosophy of Mathematics
PHI,565,Philosophy of Language
PHI,573,Philosophy of Physical Science
PHI,575,Philosophy of Social Science
PHI,576,Philosophy of Mind
PHI,583,Metaphysics
PHI,593,Ethics and the Health professions
PHI,594,Bioethics
PHO,200,Selected Topics
PHO,204,Introduction to Photography
PHO,300,Selected Topics
PHO,302,Principles of Photography II
PHO,400,Selected Topics
PHO,500,Selected Topics
PHO,511,Color Imaging
PHO,515,Contemporary Photography
PHO,530,Topics in Photography
PHO,580,International Course
PHO,581,Photographic Workshop
PHP,121,Personal and Social Health
PHP,180,International Course
PHP,200,Selected Topics
PHP,219,Human Health & Disease
PHP,221,Community Health Promotion
PHP,223,Public Health Data & Decision Making
PHP,227,Healthy You Practicum
PHP,270,Experience Credit
PHP,280,International Course
PHP,290,Independent Study
PHP,300,Selected Topics
PHP,301,Holistic Healing Practices
PHP,302,Influencing Healthy Behavior
PHP,303,Environmental Health
PHP,304,Community Health Education
PHP,305,Community Mental Health
PHP,306,Understanding Health Systems: Macro & Micro Perspectives
PHP,309,Health Disparities and Underserved Populations
PHP,310,Promoting Health Through Literacy & Cultural Competence
PHP,312,Introduction to Healthcare Management
PHP,313,Issues and Challenges: U.S. Healthcare Delivery
PHP,318,"Alcohol, Other Drugs, Sex and Gambling: Dynamics of Addiction"
PHP,321,Prevention in Addiction Services
PHP,333,Disability and Public Health
PHP,375,Internship/Practicum Pre-Planning
PHP,380,International Course
PHP,382,Health in the Middle East
PHP,400,Selected Topics
PHP,401,Epidemiology
PHP,402,Implementing and Evaluating Health Programs
PHP,403,Evidence-based Health Policy and Healthcare
PHP,405,Science and Practice of Mindfulness
PHP,406,Clinical Evaluation and Assessment of Addictions
PHP,407,Motivational Interviewing for Behavioral Change
PHP,408,Addictions in Cultural Context
PHP,409,The Impact of Addictions on Families and Relationships
PHP,412,Global Perspectives in Alcohol & Other Drug Policies
PHP,413,Introduction to Healthcare Quality Improvement
PHP,414,Introduction to Ethics & Laws in Healthcare Administration
PHP,415,Public Health Ethics
PHP,422,Senior Capstone Internship
PHP,436,Ethics in Addiction Services
PHP,437,LGBTQ Health and Well Being
PHP,438,Native American Health Promotion
PHP,462,Culture and Reproductive Health and Medicine
PHP,463,Global Health
PHP,470,Experience Credit
PHP,480,International Course
PHP,490,Independent Study
PHP,499,Honors Capstone Project
PHY,101,Major Concepts of Physics I
PHY,102,Major Concepts of Physics II
PHY,211,General Physics I
PHY,212,General Physics II
PHY,215,General Physics I for Scientists
PHY,216,General Physics II for Scientists
PHY,221,General Physics Laboratory I
PHY,222,General Physics Laboratory II
PHY,225,Experiencing Physics I
PHY,226,Experiencing Physics II
PHY,250,Physics Journal Workshop
PHY,270,Experience Credit
PHY,290,Independent Study
PHY,302,Mathematical Skills for Physicists
PHY,305,Solar Energy Science and Architectures
PHY,306,Nuclear Physics in our Lives
PHY,307,Science and Computers I
PHY,312,Relativity and Cosmology: Einstein and Beyond
PHY,314,Quantum Computing Demystified
PHY,315,Biological and Medical Physics
PHY,317,Stellar and Interstellar Astrophysics
PHY,319,Introduction to Astrobiology
PHY,344,Experimental Physics I
PHY,351,Instrumentation in Modern Physics
PHY,360,"Vibrations, Waves and Optics"
PHY,361,Introduction to Modern Physics
PHY,398,Junior seminar in Energy and its Impacts
PHY,399,Practicum and Seminar in Physics Education
PHY,400,Selected Topics
PHY,408,Science and Computers II
PHY,444,Soft Matter
PHY,451,Problems of Contemporary Physics
PHY,462,Experimental Physics II
PHY,470,Experience Credit
PHY,490,Independent Study
PHY,498,Capstone Seminar in Energy and its Impacts
PHY,499,Honors Capstone Project
PHY,514,Advanced Experimental Physics
PHY,523,Advanced Mechanics
PHY,524,Electromagnetics I
PHY,525,Electromagnetics II
PHY,531,Thermodynamics and Statistical Mechanics
PHY,557,Quantum Information Science
PHY,567,Introduction to Quantum Mechanics I
PHY,568,Introduction to Quantum Mechanics II
PHY,576,Introduction to Solid-State Physics
PHY,580,International Course
PHY,581,Methods of Theoretical Physics I
PIR,499,Honors Capstone Project
PNO,120,Piano Instruction
PNO,121,Keyboard Skills I
PNO,122,Keyboard Skills I
PNO,125,Piano Instruction
PNO,126,Piano Instruction
PNO,220,Piano Instruction
PNO,221,Keyboard Skills II
PNO,222,Keyboard Skills II
PNO,225,Piano Instruction
PNO,226,Piano Instruction
PNO,320,Piano Instruction
PNO,325,Piano Instruction
PNO,326,Piano Instruction
PNO,329,Performance Honors in Piano
PNO,420,Piano Instruction
PNO,425,Piano Instruction
PNO,426,Piano Instruction
PNO,429,Piano/Perform Honors
PNO,520,Piano Instruction
PNO,525,Piano Instruction
PNO,526,Piano Instruction
POL,101,Polish I
POL,102,Polish II
POL,201,Polish III
POL,202,Polish IV
POR,101,Portuguese I
POR,102,Portuguese II
POR,201,Portuguese III
POR,202,Portuguese IV
PPE,177,Introduction to Health and Physical Education
PPE,200,Selected Topics
PPE,235,Teaching K-12 Health-Related Fitness
PPE,300,Selected Topics
PPE,325,"The Philosophy, Principles and Organization of Athletics in Education"
PPE,326,Theory and Techniques of Coaching
PPE,327,Health Sciences Applied to Coaching
PPE,381,Physical Education in the Elementary Schools
PPE,383,Physical Education in the Secondary School
PPE,394,Assessment and Curriculum in Health and Physical Education
PPE,395,Structural Kinesiology
PPE,415,Physical Education Teacher Development
PPE,481,Adapted Physical Education
PPM,301,Foundations of Project Management
PPM,310,Project Organization and Leadership
PPM,315,Project Management Methodologies
PPM,320,Project Controls
PPM,325,Project Communications and Stakeholder Management
PPM,411,Project Management Capstone
PRC,110,Percussion Instruction
PRC,115,Percussion Instruction
PRC,116,Percussion Instruction
PRC,210,Percussion Instruction
PRC,215,Percussion Instruction
PRC,216,Percussion Instruction
PRC,310,Percussion Instruction
PRC,315,Percussion Instruction
PRC,316,Percussion Instruction
PRC,319,Performance Honors in Percussion
PRC,410,Percussion Instruction
PRC,415,Percussion Instruction
PRC,416,Percussion Instruction
PRC,419,Performance Honors in Percussion
PRC,510,Percussion Instruction
PRC,515,Percussion Instruction
PRC,516,Percussion Instruction
PRL,206,Public Relations Principles & Practice
PRL,214,Writing for Public Relations: Media and Messaging
PRL,300,Selected Topics
PRL,315,Public Relations Research
PRL,319,Social Media & Society for Public Relations
PRL,320,Digital & Social Media Innovation for Public Relations
PRL,345,The Ethics of Advocacy
PRL,376,Content Optimization for Public Relations Writing
PRL,400,Selected Topics
PRL,424,Public Relations Management and Leadership
PRL,425,Public Relations Cases & Campaigns
PRL,431,Intro to Financial and Investor Communication
PRL,432,Writing for Financial and Investor Communication
PRL,500,Selected Topics
PRL,525,Public Relations Practicum
PRL,530,Special Topics in Public Relations
PRS,101,Persian I
PRS,102,Persian II
PRS,201,Persian III
PRS,202,Persian IV
PSC,121,American National Government and Politics
PSC,122,American State and Local Government and Politics
PSC,123,Comparative Government and Politics
PSC,124,International Relations
PSC,125,Political Theory
PSC,129,American National Government and Politics (Honors)
PSC,139,International Relations (Honors)
PSC,141,Liberty and Power from the Ancient World to Modernity
PSC,200,Selected Topics
PSC,202,Introduction to Political Analysis
PSC,215,The Politics of Income Inequality
PSC,231,Canadian Politics
PSC,270,Experience Credit
PSC,290,Independent Study
PSC,300,Selected Topics
PSC,302,Environmental Politics and Policy
PSC,303,The Development of the American State
PSC,304,The Judicial Process
PSC,305,U.S. Congressional Politics
PSC,306,African American Politics
PSC,307,The Politics of Citizenship
PSC,308,The Politics of U.S. Public Policy
PSC,309,Interest Group Politics
PSC,310,Refugees in International Politics
PSC,311,American Political Parties
PSC,312,The New Deal and American Politics
PSC,313,Campaign Analysis
PSC,314,Public Opinion and Electoral Behavior
PSC,315,Politics and Media
PSC,316,The Supreme Court in American Politics
PSC,317,Local Internship
PSC,318,"Technology, Politics, and Environment"
PSC,319,Gender and Politics
PSC,320,Comparative Law and Courts
PSC,321,Populism and Conspiracy Culture
PSC,322,International Security
PSC,324,Constitutional Law I
PSC,325,Constitutional Law II
PSC,326,Foundations of American Political Thought
PSC,327,Modern American Political Thought
PSC,328,American Social Movements
PSC,329,The Modern American Presidency
PSC,330,Political Economy of Gender in Industrialized Countries
PSC,333,Politics of Latin America
PSC,334,Mexico and the United States
PSC,335,Politics of East Asia
PSC,336,Money and Politics
PSC,337,Politics and Economy of Japan
PSC,338,"Race, Ethnicity, and American Politics"
PSC,339,Transitions to Democracy
PSC,341,Politics of Africa
PSC,342,Religion and Politics in the Israeli-Palestinian Conflict
PSC,343,Politics of Europe
PSC,344,Politics of the Middle East
PSC,345,"Capitalism, For and Against"
PSC,346,Comparative Third World Politics
PSC,347,Politics of Russia
PSC,348,Politics and the Military
PSC,349,Politics of Iran
PSC,350,Problems in International Relations
PSC,351,Political Economy of Development
PSC,352,International Law
PSC,353,International Organization
PSC,354,Human Rights and Global Affairs
PSC,355,International Political Economy
PSC,356,Political Conflict
PSC,357,U.S. Foreign Policy
PSC,358,Latin American International Relations
PSC,360,Sustainability Science and Policy
PSC,362,"Religion, Identity and Power"
PSC,363,Ethics and International Relations
PSC,364,African International Relations
PSC,365,International Political Economy of the Third World
PSC,368,Islam and the West
PSC,371,Democratic Theory and Politics
PSC,373,Political Philosophy: The Social Contract Tradition and its Critics
PSC,374,Law and Society
PSC,375,Philosophy of Law
PSC,376,The Creation of the U.S. Constitution
PSC,377,Religion and Politics
PSC,378,Power and Identity
PSC,379,American Slavery and the Holocaust
PSC,381,Islamic Law & Society
PSC,382,Contemporary Political Philosophy
PSC,386,"Gender, Militarism, and War"
PSC,387,Ethnic Conflict
PSC,388,Globalization & the Rise of Populism
PSC,391,Revolutions in the Middle East
PSC,392,Islamism and Islamist Movements Today
PSC,393,Middle Eastern Political Systems
PSC,394,History of Islamic Political Thought
PSC,395,Democratization in the Muslim World
PSC,396,European Integration
PSC,397,Realism and Power Politics in International Relations
PSC,398,How the United States Became a Great Power
PSC,399,God in Political Theory
PSC,400,Selected Topics
PSC,405,Politics of the European Union
PSC,406,Citizenship from Modernity to Globalization
PSC,408,Politics of Immigration in Europe
PSC,409,The European Union
PSC,411,Senior Seminars
PSC,412,Global Governance: The United Nations System
PSC,413,Identity and Difference
PSC,414,European Identity: Shifting Borders
PSC,415,European Identity: Multicultural Europe
PSC,420,The East Asian Century? Opportunities and Challenges for the Region & the US
PSC,421,Contemporary Central and Eastern Europe
PSC,422,Modern Spain: History and Politics
PSC,424,"Dictatorships, Human Rights, and Historical Memory in the Southern Cone"
PSC,425,Hong Kong in the World Political Economy
PSC,426,Religion and Diversity in London
PSC,427,Policy Seminar/Contemporary Europe
PSC,428,Contemporary Issues in Chile and Latin America
PSC,429,European Human Rights
PSC,431,China in Transition
PSC,432,The Pale and Beyond
PSC,433,Negotiating Identity Across Europe’s Borders
PSC,434,Pursuing Sustainability Policy
PSC,435,Humanitarian Action in World Politics
PSC,436,Healthcare in Europe: A Comparative Approach
PSC,441,Europe and International Security Issues
PSC,442,Democratization in East Asia
PSC,444,"Culture, Business and Political Economics in East Asia"
PSC,445,Contemporary British Politics and the Modern World
PSC,450,Undergraduate Research Program
PSC,451,Italian Politics: Laboratory of Populism
PSC,452,"Italy: Past, Present and Future Challenges"
PSC,453,Twentieth Century Europe
PSC,456,Religion and Conflicts in Contemporary Europe
PSC,458,Contemporary Issues in Turkey
PSC,462,Globalization Development and Environment
PSC,464,Borders in Flux: Identities and Conflict in Ireland
PSC,469,Global Migration
PSC,470,Experience Credit
PSC,471,"Internships: International, National, State"
PSC,478,Politics of China
PSC,481,East Central Europe in the 20th Century
PSC,489,Readings in Political Science (Honors)
PSC,490,Independent Study
PSC,495,Distinction Thesis Seminar in Political Science I
PSC,496,Distinction Thesis Seminar in Political Science II
PSC,499,Honors Capstone Project
PSC,500,Selected Topics
PSC,600,Selected Topics
PST,101,An Introduction to the Analysis of Public Policy
PST,110,Public Service Practicum
PST,121,Leadership Practicum
PST,200,Selected Topics
PST,275,Introduction to the Department of the Air Force Heritage and Values
PST,276,National Security Organization/Aerospace Forces
PST,315,Methods of Public Policy Analysis and Presentation
PST,351,Global Social Problems
PST,365,Housing Policy
PST,367,Smart Cities and Urban Policy
PST,400,Selected Topics
PST,409,Intermediate Analysis of Public ­Policy
PST,410,Practicum in Public Policy
PST,416,Community Problem Solving
PST,420,Interpersonal Conflict Resolution Skills
PST,421,Mediation:Theory and Practice
PST,423,Leadership: Theory and Practice
PST,424,Conflict Resolution in Groups
PST,431,Criminal Justice System
PST,451,Environmental Policy
PST,470,Experience Credit
PST,475,National Security and Preparation for Active-Duty
PST,476,National Security Forces in Contemporary American Society
PST,490,Independent Study
PST,499,Honors Capstone Project
PST,515,China in Transition
PST,580,International Course
PSY,205,Foundations of Human Behavior
PSY,209,Foundations of Human Behavior/ Honors Section
PSY,223,Introduction to Cognitive Neuroscience
PSY,252,Statistical Methods II
PSY,270,Experience Credit
PSY,274,Social Psychology
PSY,290,Independent Study
PSY,291,Research in Clinical/Health Psychology
PSY,292,Research in Cognitive Neuroscience Psychology
PSY,293,Research in Developmental Educational Psychology
PSY,294,Research in Social Personality Psychology
PSY,313,Introduction to Research Methodology
PSY,315,Drugs and Human Behavior
PSY,321,Introduction to Sensation and Perception
PSY,322,Cognitive Psychology
PSY,323,Brain and Behavior
PSY,324,Developmental Biopsychology
PSY,329,Biopsychological Perspectives on Women’s Health
PSY,331,Laboratory in Sensation and Perception
PSY,332,Experiments in Cognitive Psychology
PSY,334,Laboratory in Developmental Biopsychology
PSY,335,Psychology of Childhood
PSY,336,Psychology of the Adolescent
PSY,337,Psychology of Adult Life: Maturity and Old Age
PSY,353,Psychological Measurement
PSY,365,Educational Psychology
PSY,373,Human Memory
PSY,375,Cross-Cultural Psychology
PSY,376,Why Good People Do Terrible Things
PSY,379,The Social Psychology of Stigma
PSY,382,Health Psychology
PSY,383,Laboratory in Health Psychology
PSY,392,Stress and Health
PSY,393,Personality
PSY,395,Abnormal Psychology
PSY,398,History and Systems of Psychology
PSY,400,Selected Topics
PSY,410,Close Relationships
PSY,414,Social Psychology of Conflict and Cooperation
PSY,415,Introduction to Clinical Psychology
PSY,419,Complex Cognition & Learning
PSY,420,Using Robots to Understand the Mind
PSY,424,Social Dilemmas
PSY,425,Internships in Clinical Psychology
PSY,426,Cognitive Neurochemistry
PSY,431,Alcohol Use and Abuse
PSY,432,Applied Behavior Analysis
PSY,437,Cognition and Aging
PSY,442,Research Methods in Child Psychology
PSY,443,Laboratory in Child Psychology
PSY,445,Behavior Disorders in Children
PSY,446,Pediatric Psychology
PSY,447,Autism
PSY,470,Experience Credit
PSY,471,Experimental Social Psychology: Research Methods and Scientific Inference
PSY,472,Laboratory in Social Psychology: Advanced Research Methods and Practice
PSY,474,Forensic Psychology
PSY,475,Social Influences on Human Sexual Behavior
PSY,490,Independent Study
PSY,491,Research in Clinical/Health Psychology
PSY,492,Research in Cognitive Neuroscience Psychology
PSY,493,Research in Developmental Educational Psychology
PSY,494,Research in Social Personality Psychology
PSY,499,Honors Capstone Project
PTG,353,Anatomy
QSX,101,Queer Lives
QSX,111,"Queer Histories, Communities, and Politics"
QSX,112,"Sexualities, Genders, Bodies"
QSX,201,Queer Studies
QSX,300,Selected Topics
QSX,306,Sexuality in Spain
QSX,323,Christianity and Sexuality
QSX,340,Queer Theories
QSX,348,Queering the Middle Ages?
QSX,357,Queerly Religious
QSX,362,Nazi Germany and the Holocaust
QSX,389,LGBT History
QSX,400,Selected Topics:  Queer Sexuality
QSX,416,British Masculinity: James Bond and Sherlock Holmes
QSX,437,LGBTQ Health and Well Being
QSX,438,Trans Genders and Sexualities
QSX,453,"Feminisms, Sexualities, and Human Rights in Middle Eastern Societies"
QSX,456,LGBT Studies in Sociology
QSX,600,Selected Topics
QUM,499,Honors Capstone Project
RAE,300,Selected Topics
RAE,411,Global Commerce and Law for the Music Entertainment Industry
RAE,444,Law for The Music & Entertainment Industries
RAE,470,Experience Credit
RAE,490,Independent Study
RAE,499,Honors Capstone Project
RAE,500,Selected Topics
RAE,501,Reconciling Arts and Commerce: Arts Entrepreneurship
RED,300,Selected Topics
RED,326,Literacy Across the Curriculum
RED,512,Children’s and Adolescent Literature
REL,100,Selected Topics
REL,101,Religions of the World
REL,102,Religion Today in a Globalizing World
REL,103,Religion and Sports
REL,104,Religion and Science
REL,106,What Is Belief?
REL,107,"Religion, Literature, Film"
REL,108,Religion and Its Critics
REL,114,"The Bible in History, Culture and Religion"
REL,120,Introduction to the Study of Religion
REL,121,Pilgrimage
REL,122,Confessions
REL,123,Religious Auto/Biography
REL,125,Religion and Sexuality
REL,126,Transgression
REL,131,Great Jewish Writers
REL,135,Judaism
REL,142,Native American Religion
REL,145,Introduction to African American Religion
REL,156,Christianity
REL,165,Discovering Islam
REL,185,Hinduism
REL,186,Buddhism
REL,191,"Religion, Meaning and Knowledge"
REL,200,Selected Topics
REL,205,Ancient Greek Religion
REL,206,Greco-Roman Religion
REL,215,The Jewish Bible/Christian Old Testament
REL,217,The New Testament
REL,220,Religion Unbridled
REL,221,Morality and Community
REL,223,"Faith, Doubt, and Fanaticism"
REL,227,Gods: A Cross-Cultural Gallery
REL,231,Jewish Literature
REL,235,Travel Narratives and Pilgrimages
REL,237,Jewish Mysticism
REL,239,Jewish Humor and Satire
REL,241,Religious Diversity in America
REL,242,Religious Issues in American Life
REL,244,Indigenous Religions
REL,246,Religion and Popular Culture
REL,252,Ethical Decision Making
REL,253,"Religion, Spirituality, and Nature"
REL,255,"Psychology, Spirituality, Love and Ethics"
REL,257,"Jesus in the Bible, Theology and Art"
REL,261,Faith and Reason in Islamic Thought and Civilization
REL,265,Muslim Women’s Voices
REL,270,Experience Credit
REL,281,African Religions: An Introduction
REL,283,India’s Religious Worlds
REL,290,Independent Study
REL,291,Comparative Themes and Issues
REL,292,The Human and Divine in Christian and Muslim Philosophy
REL,294,Mythologies
REL,295,Religion and Art
REL,300,Selected Topics
REL,301,Ancient Near Eastern Religions and Cultures
REL,307,The Temple and the Dead Sea Scrolls
REL,308,Ancient Judaism and the Origins of Christianity
REL,309,Early Christianities
REL,310,Medieval Christianities
REL,311,The Bible as Literature
REL,316,The Torah/Pentateuch as a Scripture
REL,320,Religion and Culture
REL,321,"Christians, Jews and Muslims"
REL,322,Martyrs & Saints in Christian Tradition
REL,323,Christianity and Sexuality
REL,324,Religions and Storytelling
REL,325,Religion and Diversity in London
REL,326,Religion and Film
REL,327,Yoga-Ancient Religion to Modern Practice
REL,328,Borders in Flux: Identities and Conflict in Ireland
REL,331,European and American Jewish Literature
REL,332,Jewish Textual Tradition
REL,333,Yiddish Literature in Translation
REL,334,Modern Judaism
REL,335,Israeli Literature and Culture
REL,337,Shoah: Responding to the Holocaust
REL,338,American Judaism
REL,341,"Women, Abolition, and Religion in 19th Century America"
REL,342,Religion and Politics in the Israeli-Palestinian Conflict
REL,343,American Religions and the News Media
REL,345,African American Religious History
REL,347,Religion and the Conquest of America
REL,348,Religion and American Consumerism
REL,351,"Theorizing Religion, Culture, Theology"
REL,352,Sociology of Religion and Morals
REL,354,Kierkegaard and Nietzsche
REL,355,"Religion, Identity and Power"
REL,356,Religion and Conflicts in Contemporary Europe
REL,357,Queerly Religious
REL,358,Critical Issues in Religious Thought
REL,359,Stem Cells and Society
REL,361,Islamic Law and Society
REL,362,Islamism and Islamist Movements Today
REL,363,The Politics of Islam
REL,364,"Enchanting Words: Muslim Poets, Singers and Storytellers"
REL,365,Muslim Politics in Real Time
REL,367,God and Beauty in Islamic Art
REL,371,God in Political Theory
REL,375,Religion and Ethics in Post-Freudian Depth Psychologies
REL,381,Ghosts and Ghostbusters
REL,384,"Goddesses, Women and Power in Hinduism"
REL,385,Religion in Chinese Society
REL,386,Studies in Buddhism
REL,387,Religious Belief Systems in Everyday Asian Life
REL,391,Advanced Religion Seminar
REL,392,Music and the Sacred
REL,393,Religion at the Limits
REL,394,Sources of the Self: Finding the “I” in Religion & Philosophy
REL,395,Religions and the Natural Environment
REL,397,Grappling with Existence
REL,400,Selected Topics
REL,409,A History of Witchcraft
REL,421,Classical Mythology
REL,435,Modern Jewish Thought
REL,439,Jewish Studies Seminar
REL,440,Modern Religious Thought
REL,449,Religious Dimensions of Whiteness
REL,451,"Visual Culture Past and Present: Gender, Religion and Politics"
REL,461,Enlightenment: Between European West and Islam
REL,465,Beyond the Veil: Gender Politics in Islam
REL,470,Experience Credit
REL,471,Religion and Society in Brazil
REL,487,Global Hinduism
REL,490,Independent Study
REL,498,Thesis Preparation
REL,499,Honors Capstone Project
REL,500,Selected Topics
REL,551,Ethics and the Health professions
REL,552,Bioethics
REL,557,Modern Theology
REL,595,"Religion, Art, and Aesthetics"
RES,332,Real Estate Principles
RES,342,Real Estate Development
RES,362,Real Estate Finance and Investment
RES,400,Selected Topics
RES,443,Real Estate Capital Markets
RES,452,Real Estate Asset Management
RES,470,Experience Credit
RES,472,Case Studies in Real Estate Investment and Finance
RES,492,Real Estate Modeling
RMT,301,Retailing Fundamentals
RMT,307,Sales and Strategic Partnerships
RMT,314,Product Development for Retail Management
RMT,333,Professional Practice
RMT,357,Visual Merchandising and Store Planning
RMT,407,Retail Buying and Planning
RMT,457,Electronic Retailing and Marketing
RMT,475,Supervised Internship
RMT,490,Independent Study
RMT,499,Honors Capstone Project
RUS,101,Russian I
RUS,102,Russian II
RUS,201,Russian III
RUS,202,Russian IV
RUS,301,Reading and Composition
RUS,302,Reading and Composition
RUS,320,Contemporary Russian Media
RUS,331,Russian Culture Through Fiction and Film
RUS,332,Russian Fairy Tales and Folklore
RUS,351,Introduction to Russian Literature
RUS,352,Introduction to Russian Literature
RUS,361,Russian Literary Film Adaptations
RUS,362,Russia Today
RUS,405,Advanced Structure and Usage
RUS,406,History of the Russian Language
RUS,412,Political Russian
RUS,415,Famous Russians
RUS,422,Business Russian
RUS,490,Independent Study
RUS,499,Honors Capstone Project
SAL,213,Sport Data Analysis I
SAL,290,Independent Study
SCP,103,Introduction to Computing Systems
SCP,220,Basic Principles of Computer Programming
SCP,225,Concepts in Digital Graphics
SCP,250,Introduction to Unix Programming Environment
SCP,282,System Software Design for Professionals
SCP,285,Object-Oriented Programming
SCP,295,Esports Fundamentals
SCP,305,Database Management
SCP,315,Introduction to Mobile Applications
SCP,350,Introduction to HTML/CSS
SCP,351,Data Structures for Application and Programming Professionals
SCP,355,Introduction to Javascript/jQuery
SCP,405,Programming in C++ Part I
SCP,415,Programming in C ++ - Part II
SCP,420,Web Application and Design
SCP,435,Multiplayer Game Design Competition
SCP,444,Programming for iOS
SCP,450,Programming for Android
SCP,451,Programming in Java
SCP,483,C# (C-Sharp) and Windows Programming
SEM,100,Selected Topics
SOC,355,Sociology-of Health and Illness
SOC,361,"Youth, Schooling and Popular Culture"
SOC,362,"Religion, Identity and Power"
SOC,363,Urban Sociology
SOC,364,Aging and Society
SOC,367,Sociology of Sport
SOC,372,Topics in Sociolinguistics
SOC,373,Sociology of Work
SOC,377,"Class, Status, and Power"
SOC,383,New York City in the 21st Century
SOC,397,Criminology
SOC,400,Selected Topics
SOC,403,Environmental Sociology
SOC,406,Sociological Theory
SOC,409,Sociology of the Globalization of Music
SOC,410,Seminar on Social Change
SOC,412,Multicultural London
SOC,413,There Goes the Neighborhood: US Residential Segregation
SOC,415,Global Cities
SOC,416,"Race, Crime and Punishment"
SOC,417,Sociology of Disaster
SOC,418,The Italian Mafia
SOC,421,Population Issues
SOC,422,Work and Family in the 21st Century
SOC,423,"Technology, Science and Society"
SOC,424,Representations of Ability & Disability
SOC,425,Feminist Organizations
SOC,426,Social Issues and Deliberative Democracy
SOC,427,New York City: Black Women Domestic Workers
SOC,428,"Culture, Sub-culture and Style"
SOC,429,"Politics, Gender and Race in the Contemporary Spanish Short Story"
SOC,432,Gender and Disability
SOC,433,"Race, Class, and Gender"
SOC,434,Globalization and Social Change
SOC,435,Sexual Politics
SOC,438,Disability and Popular Culture
SOC,440,Sociology of Disability
SOC,441,Federal Indian Policy and Native American Identity
SOC,443,Aging in the Context of Family Life
SOC,444,Contemporary Native American Movements
SOC,445,"The Caribbean: Sex Workers, Transnational Capital, and Tourism"
SOC,446,The Social Impact of the Internet
SOC,447,Social Change and Conflict in Modern China
SOC,448,The Dynamics of Prejudice and Discrimination
SOC,449,The Sociology of Evil
SOC,454,Family and Gender in Contemporary Italy
SOC,456,LGBT Studies in Sociology
SOC,457,"Gender, Politics, Society in Europe (1400-1800)"
SOC,458,Contemporary Issues in Turkey
SOC,466,Organizations and Society
SOC,470,Experience Credit
SOC,490,Independent Study
SOC,492,Work and Inequality
SOC,495,Senior Thesis
SOC,499,Honors Capstone Project
SOC,500,Selected Topics
SOC,513,Statistics for Social Science
SOL,240,Practicum in the Humanities-Soling
SOL,250,Practicum in the Natural Sciences and Mathematics-Soling
SOL,260,Practicum in the Social Sciences-Soling
SOL,290,Independent Study
SOL,304,Soling Project I: Introduction to Team Problem Solving
SOL,305,Soling Project II: Intermediate Team Problem Solving
SOL,340,"Practicum in the Humanities, Soling"
SOL,344,Creativity and the Art of Crossing Borders
SOL,345,Puppets and Community
SOL,350,"Practicum in the Natural Sciences and Mathematics, Soling"
SOL,360,"Practicum in the Social Sciences, Soling"
SOL,400,Selected Topics
SOL,404,Soling Project III: Advanced Team Problem Solving
SOL,405,Soling Project IV: Technical Problem Solving
SOM,110,Management Learning Community Seminar
SOM,122,Perspectives of Business and Management
SOM,144,Transition to Whitman School of Management
SOM,201,Community Service for Management Students
SOM,290,Independent Study
SOM,301,Internship for Management Students
SOM,354,Managing in a Global Setting
SOM,490,Independent Study
SOM,499,Honors Capstone Project
SOS,200,Selected Topics
SOS,400,Selected Topics
SOS,575,Philosophy of Social Science
SPA,101,Spanish I
SPA,102,Spanish II
SPA,201,Spanish III
SPA,202,Spanish IV
SPA,211,Intermediate Oral Practice
SPA,212,Intermediate Oral Practice
SPA,301,Approaches to Reading Texts
SPA,302,Advanced Language Usage
SPA,305,Mare Nostrum:Mediterranean Introduction to Spain
SPA,311,Spanish Conversation
SPA,321,Introduction to Spanish Literature
SPA,322,Introduction to Latin American Literature
SPA,325,Colonial Latin America
SPA,326,Beyond the Screen: Latin American and Spanish Film
SPA,334,Contemporary Issues in Chile and Latin America
SPA,364,Modern Spanish Art
SPA,400,Selected Topics in Spanish
SPA,402,Hispanic Journalistic Practices
SPA,403,Advanced Methods for Teaching Spanish
SPA,404,Spanish for Medical Professionals
SPA,411,Advanced Spanish Conversation
SPA,417,History of Women in Spain
SPA,424,"Dictatorships, Human Rights, and Historical Memory in the Southern Cone"
SPA,428,Spanish in Context
SPA,429,"Politics, Gender and Race in the Contemporary Spanish Short Story"
SPA,433,Business Spanish
SPA,435,Spanish Phonetics and Phonology
SPA,436,The Structure of Spanish
SPA,437,Introduction to Spanish Linguistics
SPA,438,History of the Spanish Language
SPA,439,Community Outreach: Language in Action
SPA,441,Medieval and Golden Age Literature
SPA,443,Cervantes
SPA,451,Identities and Cultures of Spain
SPA,453,Subversive Imagination in 20th and 21st Century Spain
SPA,455,Romantics and Realists: Gender Politics in Spanish Literature and Film
SPA,457,Civil War to Contemporary Spanish Literature and Culture
SPA,458,20th Century Spanish Theater
SPA,459,Contemporary Spanish Cinema
SPA,461,Nobel Prize Writers of the Spanish-Speaking World
SPA,462,Border Culture
SPA,463,Contemporary Latin American Theater
SPA,465,Literature and Popular Culture
SPA,467,Film and Literature
SPA,470,Experience Credit
SPA,471,Contemporary Latin American Literature
SPA,475,"Women, Myth and Nation in Latin American Literature"
